id,title,description,product_id,slug,api,ilsac,acea,jaso,oem_sertification,recommendations,pds_url,sds_url,created_at,oil_type_id,product_group_id,viscosity_id,image,application,features_benefits
201,Aminol™ Ultra Power 5W-30  SP/C3,"Aminol™ Ultra Power 5W-30  SP/C3 is a premium quality engine oil designed for superior performance and protection across various conditions. It meets the rigorous standards of leading engine manufacturers and incorporates advanced additives, extending the lifespan of modern engine systems and actively reducing harmful emissions.",AL/EO-0017,aminoltm-ultra-power-5w-30-spc3,SP,Not available,C3,Not available,"BMW Longlife-04
MB 229.31/229.51/229.52
Opel OV 040 1547 - G30/D30","IVECO 18-1811 SC1
VW 505.01/505.00",,,2025-05-24 08:25:01.241+00,,1,14,"","Aminol™ Ultra Power 5W-30  SP/C3 is suitable for all types of modern gasoline and light-duty diesel engines. It is fully compatible with all emission reduction systems, including DPF, TWC, EGR, and SCR.","Enhanced resistance against chain-wear.
Excellent protection against LSPI phenomenon.
Low fuel consumption.
Fast cold start properties.
Exceptional lubrication film.
Outstanding engine cleanliness and durability.
Compatibility with emission reduction systems."
47,Aminol™ Hydraulic  WR HLP 150,"Aminol™ Hydraulic  WR HLP 150 is a premium-grade hydraulic oil blended with highly refined base oils and an advanced additive package. Its formulation exhibits enhanced features, including superior antioxidant, anti-corrosive, anti-wear, anti-foam, and viscosity properties.",AL/HF-0041,aminoltm-hydraulic-wr-hlp-150,Not available,Not available,Not available,Not available,"DIN 51524-2 (HLP), Sulzer, KraussMaffei",Not available,,,2025-05-24 08:24:59.926+00,,13,,"","Aminol™ Hydraulic  WR HLP 150 is recommended for application in the hydraulic systems of industrial equipment that operate under rigorous mechanical and thermal demands. It is particularly well-suited for deployment in conditions of severe waterlogging, ensuring optimal performance and reliability","Minimizes equipment wear.
Extends service life.
Exhibits excellent anti-foam properties.
Improves air separation.
Well-suited for use in heavily watered systems."
53,Aminol™ Circulating Oil 150 AW,"Aminol™ Circulating Oil 150 AW is a rust and oxidation inhibited, anti-wear circulating oil developed to provide effective lubrication for friction parts and diverse mechanisms. It is blended with high-quality mineral base oils and a carefully selected additive package to prevent oxidation, corrosion, and wear.",AL/CO-0005,aminoltm-circulating-oil-150-aw,Not available,Not available,Not available,Not available,"DIN 51524/1 (HL)
DIN 51517-2 (CL)
ISO 11158 (HL)
ISO-L-HL",Not available,,,2025-05-24 08:24:59.982+00,,14,,"","Aminol™ Circulating Oil 32 AW is a multipurpose oil suitable for lubricating assembly blocks in machines and devices that don't require extreme pressure properties. It's also ideal for moderately loaded gears, gear couplings, hydraulic pumps, and various bearings, including high-temperature paper machine bearings, where EP properties are not needed","Excellent oxidation and thermal stability
Outstanding anti-wear characteristics
Remarkable water-separating properties
Exceptional foam resistance
Effective protection against rust and corrosion"
122,Aminol™ Super SPD1 10W-30 CJ-4/SN,"Aminol™ Super SPD1 10W-30 CJ-4/SN is a low-SAPS, high-performance heavy-duty diesel engine oil deveoped for on-road and off-road applications. Its formulation has been precisely crafted, employing a judicious selection of components to ensure optimal wear control, efficient soot management, and dependable oil stability, especially in engines operating under rigorous conditions.",AL/EO-0054,aminoltm-super-spd1-10w-30-cj-4sn,CJ-4/SN,Not available,E-9,Not available,"MB-228.31
Cummins CES 20081
CAT ECF-3
Volvo VDS-4
Mack EO-O PP
Renault RLD-3
DDC 93K218
MAN 3575 
MTU Type-2.1
Deutz DQC III-18 LA",Not available,,,2025-05-24 08:25:00.559+00,,1,7,"","Aminol™ Super SPD1 10W-30 CJ-4/SN is recommended for use in the latest turbocharged or supercharged high-performance diesel engines operating under severe conditions. Well-suited for extended drain intervals, it proves ideal for both on-road and off-road applications.","Ensures superior performance and extends engine life.
Reduces emissions and extends the lifespan of emissions control systems
Provides exceptional wear protection
Effectively manages soot produced during combustion
Ensures reliable oil stability, even under severe operating conditions
Optimizes lubrication properties
Enables extended drain intervals"
242,Aminol™ I-40A,Aminol™ I-40A is a high-quality mineral-based general-purpose lubricant designed for use in a wide range of industrial applications. It has been made of distillate or a mixture of distillate with a residual of sulphurous and low-sulfur solvent-refined oils without additives to provide system efficiency of industrial machines and mechanisms where the operating conditions do not demand enhanced antioxidant and anticorrosive properties of oils.,AL/GO-0017,aminoltm-i-40a,Not available,Not available,Not available,Not available,Not available,Not available,,,2025-05-24 08:25:01.653+00,,19,,"","Aminol™ I-40A is recommended for using as hydraulic fluids in hydraulic systems of industrial machinery, automated lines and presses. It can also be used in gearboxes, slideways, and others equipment under light or moderate loads, where special lubricants are not required.","High antioxygenic and anti-wear properties
Good demulsifying capability
Better protection against rust and corrosion
Extended equipment life
Universal application in various systems and components of industrial machinery"
37,Aminol™ Hydraulic HVLP 68 Zinc Free,"Aminol™ HVLP 68 Zinc Free is a superior hydraulic oil designed to meet the needs of modern, high pressure, industrial and mobile equipment hydraulic systems. It has been formulated from high quality hydro-treated base stocks and specially selected zinc free additives to ensure exceptional protection due to excellent anti-wear performance in severe hydraulic applications.",AL/HF-0031,aminoltm-hydraulic-hvlp-68-zinc-free,Not available,Not available,Not available,Not available,"DIN 51524- 3, ISO 6743/4 (HV), Denison HF-0/HF-1/HF-2, Cincinnati Machine P-69, ISO 11158 (HV), AFNOR NF E 48-603 (HV), SIS SS 155434, SEB 181 222, U.S. Steel 126/127, GM LS-2, JCMAS P041 HK",Not available,,,2025-05-24 08:24:59.834+00,,13,,"","Systems employing multi-metal designs in pumps and other components
Applications where cross-contamination of hydraulic fluids and coolants can occur
High pressure vane, piston and gear pumps
Where small amounts of water are unavoidable
In systems containing gears and bearings
Systems requiring a high degree of load-carrying capability and anti-wear protection","High oxidation resistance and thermal stability 
Exceptional anti-wear properties
Outstanding oil film strength 
Excellent demulsibility characteristics
Fast air release and low foaming
Multi metal compatibility"
87,Aminol™ Brake& Clutch Fluid DOT-3,"Aminol™ Brake& Clutch Fluid DOT-3, a universal synthetic fluid, withstands extreme temperatures without thickening or boiling, thanks to its polyethylene glycol base. With corrosion inhibitors and a high boiling point, it guarantees safe braking, even after extended use or moisture absorption.",AL/BF-0001,aminoltm-brake-clutch-fluid-dot-3,Not available,Not available,Not available,Not available,"FMVSS 116 DOT 3
ISO 4925 Class 3
SAE J 1703",Not available,,,2025-05-24 08:25:00.222+00,,21,,"","Aminol™ Brake & Clutch Fluid DOT-3 is recommended for applications requiring DOT 3 level performance, including vehicles equipped with disc, drum, and anti-skid braking systems. It is also suitable for hydraulic clutch release systems.","High boiling point for enhanced performance
Minimal rubber swelling
Exceptional corrosion protection
Consistent, safe brake performance even under high braking pressure"
105,Aminol™ Transmission 90 GL-1,"Aminol Transmission 90 GL-1 is a mineral-based gear oil with rust and oxidation inhibiting properties. Manufactured from highly refined base stocks and chosen performance additives, it has been tailored for application in automotive and industrial gearboxes, as well as manual transmissions, where API GL-1 straight mineral, non-EP lubricant in SAE viscosity grades 90 is recommended.",AL/TF-0024,aminoltm-transmission-90-gl-1,GL-1,Not available,Not available,Not available,Not available,Not available,,,2025-05-24 08:25:00.377+00,,7,29,"",Aminol™ Transmission 90 GL-1 is recommended for many types of automotive and industrial equipment where the equipment suppliers recommend the use of a straight mineral oil in SAE viscosity grades 90.,"Optimal lubricant film formation via high-viscosity index base stocks
Enhanced rust protection for prolonged equipment life
Efficient antifoam properties for extended gear and bearing longevity"
200,Aminol™ Ultra Plus 0W-30 SN/C3,Aminol™ Ultra Plus 0W-30 SN/C3 is a high-grade motor oil formulated for ultimate performance and protection under all operating conditions. It has been designed to fulfill the latest standards of leading engine manufacturers.,AL/EO-0016,aminoltm-ultra-plus-0w-30-snc3,SN,Not available,C3,Not available,"BMW Longlife-04
GM dexos2
MB 229.31/ 229.51/229.52","Fiat  9.55535-DS1
Fiat 9.55535-GS1",,,2025-05-24 08:25:01.234+00,,1,3,"","Aminol™ Ultra Plus 0W-30 SN/C3 is suitable for use in automotive gasoline and diesel vehicles where the manufacturer recommends: ACEA C3, API SN.","Avoids fuel overconsumption
Reduces the formation of combustion ashes
Provides exceptionally high temperature stability
Ensures excellent dispersion and detergency properties
Makes cold starting easier
Delivers outstanding protection against corrosion, wear and foam"
213,Aminol™ Super SPG5 10W-30 SN/CF,"Aminol™ Super SPG5 10W-30 SN/CF is a high-tech low-friction engine oil based on synthetic technology. It has specially been designed to keep the engine running like new by providing exceptional wear protection, cleaning power and overall performance.",AL/EO-0029,aminoltm-super-spg5-10w-30-sncf,SN/CF,Not available,A3/B4,Not available,"MB 229.1 
VW 501.00/505.00",Not available,,,2025-05-24 08:25:01.348+00,,1,7,"","Aminol™ Super SPG5 10W-30 SN/CF is suitable for use in automotive gasoline and diesel vehicles where the manufacturer recommends: ACEA A3/B4, API SN/CF.","Outstanding engine cleanliness
Exceptional thermal stability and oxidation resistance 
Sustained engine component protection 
Optimized fuel consumption
Minimized harmful exhaust emissions"
38,Aminol™ Hydraulic HLPD 22,"Aminol™ Hydraulic HLPD 22 is a premium-quality hydraulic fluid with pronounced detergent and dispersing properties. It ensures consistently high performance and ultimate cleanliness in industrial and mobile hydraulic systems, even under heavy load conditions and in environments affected by water and dust.",AL/HF-0032,aminoltm-hydraulic-hlpd-22,Not available,Not available,Not available,Not available,"DIN 51524-2 (HLPD)
ISO 6743/4 (HM)
MAN N 698
Daimler DBL 6721",Not available,,,2025-05-24 08:24:59.841+00,,13,,"","Aminol™ Hydraulic HLPD 22 is suitable for a broad spectrum of industrial and manufacturing applications that demand a high level of dispersancy, especially in instances of water ingress or contamination. It is particularly recommended for use in the hydraulic systems of machine tools, where there is a risk of water-mixed cutting fluids entering the hydraulic system.","Outstanding water emulsifying ability
Superior anti-wear properties
Remarkable resistance to oxidation and thermal degradation
Exceptional foam control and rapid air release properties
Effective corrosion protection
Excellent cleaning properties"
99,Aminol™ Transmission TN4 85W-90 GL-5,"Aminol™ Transmission TN4 85W-90 GL-5 is a high-performance gear oil formulated from high-quality base oils and an advanced additive system for vehicles equipped with proven transmission technology. It ensures optimal assembly functionality, even under extreme operating conditions and when exposed to significant temperature fluctuations",AL/TF-0018,aminoltm-transmission-tn4-85w-90-gl-5,GL-5,Not available,Not available,Not available,"MIL-L 2105 D 
MAN 342 Type M2
ZF TE-ML 16B/17B/19B/21A
MB 235.0",Not available,,,2025-05-24 08:25:00.324+00,,7,26,"","Aminol™ Transmission TN4 85W-90 GL-5 is recommended for use in applications requiring API GL-5 performance such as heavy duty differentials, axles, and final drives where extreme pressures and shock loading are expected.","Outstanding anti-wear and anti-corrosion attributes
Ensures prolonged and dependable operation under heavy loads
Elevated oxidation stability
Exceptional resistance to corrosion and foam formation
Superior lubrication performance even at low temperatures"
170,Aminol™ Classic CS9 SAE 10W CF-4/SG,"Aminol™ Classic CS9 SAE 10W CF-4/SG is a premium monograde mineral engine oil designed for robust performance in heavy-load diesel-powered engines, both those equipped with a turbocharger and those without, especially when operating under demanding and challenging conditions.",AL/EO-0080,aminoltm-classic-cs9-sae-10w-cf-4sg,CF-4/SG,Not available,Not available,Not available,Not available,"ACEA E2, Allison C4, Caterpillar TO-2, MAN 270, MB-227.0/228.0, MTU Type 1,
MIL L-2104 E, MIL L-46152 E, ZF - TE-ML 03B
ZF - TE-ML 05K",,,2025-05-24 08:25:00.97+00,,1,16,"",Aminol™ Classic CS9 SAE 10W CF-4/SG is suitable for use in naturally aspirated and supercharged diesel engines operating under mild duty service conditions.,"Provides excellent oxidation stability and effective deposit control, ensuring consistent engine cleanliness and reliability.
Engineered to minimize wear and extend maintenance intervals.
Formulated to reduce oil consumption, thus managing costs effectively.
Its superior detergency effectively manages piston ring deposits and controls sludge buildup."
207,Aminol™ ProTech 0W-30 SN A5/B5,"Aminol™ ProTech 0W-30 SN A5/B5 is a high-quality, fuel-saving multigrade motor oil manufactured through the latest technology. It has specially been designed to enhance and protect the efficiency of exhaust emission reduction systems in new-generation passenger and light commercial vehicles powered by diesel or gasoline engines.",AL/EO-0023,aminoltm-protech-0w-30-sn-a5b5,SN,Not available,A5/B5,Not available,Not available,"ILSAC GF2
Volvo 95200377",,,2025-05-24 08:25:01.294+00,,1,3,"","Aminol™ ProTech 0W-30 SN A5/B5 is recommended for year-round usage in modern gasoline and diesel engines with direct fuel injection, operated in extreme conditions.","Unmatched sludge protection
Low viscosity and friction characteristics
Exceptional wear and corrosion protection
Facilitates easier cold starting
Ensures engine protection throughout the drain interval, even under extreme pressure
High fuel efficiency and performs well in low temperatures"
214,Aminol™ Super SPG6 0W-30 SN/CF,"Aminol™ Super SPG6 0W-30 SN/CF is a high-tech low-friction engine oil based on synthetic technology. It has specially been designed to keep the engine running like new by providing exceptional wear protection, cleaning power and overall performance.",AL/EO-0030,aminoltm-super-spg6-0w-30-sncf,SN/CF,Not available,A3/B4,Not avaialable,"MB 229.3
VW 502.00/505.00
BMW Longlife-01
Renault RN 0700/0710",Not available,,,2025-05-24 08:25:01.355+00,,1,3,"","Aminol™ Super SPG6 0W-30 SN/CF is suitable for use in automotive gasoline and diesel vehicles where the manufacturer recommends: ACEA A3/B4, API SN/CF.","Outstanding engine cleanliness
Exceptional thermal stability and oxidation resistance 
Sustained engine component protection 
Optimized fuel consumption
Minimized harmful exhaust emissions"
43,Aminol™ Hydraulic  WR HLP 32,"Aminol™ Hydraulic  WR HLP 32 is a premium-grade hydraulic oil blended with highly refined base oils and an advanced additive package. Its formulation exhibits enhanced features, including superior antioxidant, anti-corrosive, anti-wear, anti-foam, and viscosity properties.",AL/HF-0037,aminoltm-hydraulic-wr-hlp-32,Not available,Not available,Not available,Not available,"DIN 51524-2 (HLP), Sulzer, KraussMaffei",Not available,,,2025-05-24 08:24:59.884+00,,13,,"","Aminol™ Hydraulic  WR HLP 32 is recommended for application in the hydraulic systems of industrial equipment that operate under rigorous mechanical and thermal demands. It is particularly well-suited for deployment in conditions of severe waterlogging, ensuring optimal performance and reliability","Minimizes equipment wear.
Extends service life.
Exhibits excellent anti-foam properties.
Improves air separation.
Well-suited for use in heavily watered systems."
42,Aminol™ Hydraulic HVLPD 46,"Aminol™ Hydraulic HVLPD 46 is a premium detergent hydraulic oil formulated with high-quality mineral base stocks and state-of-the-art additive technology. It contains selected agents to improve resistance to aging, corrosion protection, and extreme pressure properties.",AL/HF-0036,aminoltm-hydraulic-hvlpd-46,Not available,Not available,Not available,Not available,"DIN 51524-3 (HVLPD)
ISO 6743/4 (HV)
AFNOR NF 48 603 (HV)
Daimler DBL 6721",Not available,,,2025-05-24 08:24:59.875+00,,13,,"",Aminol™ Hydraulic HVLPD 46 is recommended for application in the hydraulic systems of both stationary and mobile machinery that operate within an extensive temperature range and under conditions of elevated pollution.,"Exceptionally stable viscosity
High anti-wear performance
Excellent detergent characteristics
High resistance to oxidation and hydrolysis
Superior anticorrosion and antirust properties"
4,Aminol™ SlideFlow 100,"Aminol™ Slideway Oil 68 is specially designed for the lubrication of machine tool slides, tables and feed mechanisms. It features exceptional quality base oils and special additives to offer excellent adhesive and friction properties, prevent stick-slip and ensure smooth movement.",AL/SO-0004,aminoltm-slideflow-100,Not available,Not available,Not available,Not available,"DIN 51502 CGLP
DIN 51517-3 (CLP)
ISO 19378 GA & GB
ISO 11158 HG
SO 6743-4 (L-HG)
ISO 6743-13 (L-GA, L-GB)",Not available,,,2025-05-24 08:24:59.514+00,,10,,"","Aminol™ SlideFlow 100 is suitable for slideways, tables, carriages, guides and all machining center applications where a tacky extreme pressure lubricant is required. It may also be used for the lubrication of headstocks, cross feeds, saddles and gearboxes.","Superior oxidation stability
Exceptional adhesiveness
High load carrying capacity 
Excellent demulsification
Controlled frictional characteristics
Long term rust and corrosion protection
Multi-material capabilities"
65,Aminol™ CircoSynth 150 LX,"Aminol™ CircoSynth 150 LX is an exceptional performance circulating, gear, and bearing oil formulated with synthetic base fluids, enhanced with advanced anti-oxidant, anti-wear, anti-rust, and anti-foam additives. It provides outstanding performance, including energy efficiency, filterability, and long service life, even under extremely heavy-duty conditions.",AL/CO-0017,aminoltm-circosynth-150-lx,Not available,Not available,Not available,Not available,"AGMA 9005-F16
DIN 51517-3
ISO 12925-1 Category CKT",Not available,,,2025-05-24 08:25:00.077+00,,14,,"","Filled-for-life gearboxes, particularly high ratio/low-efficiency worm gears
Remote gearboxes, challenging for oil change-out
Mixer roll bearings and roll neck bearings exposed to high temperatures
Plastic calendars
Severe centrifuge applications, including marine centrifuges","Exceptional thermal and oxidation stability
Superb deposit and varnish control
Effective lubrication at high temperatures
High load-carrying capability
Outstanding resistance to rusting and corrosion
Remarkable seal compatibility"
193,Aminol™ Special Generation SLG9 5W-30 SP/GF-6A,"Aminol™ Special Generation SLG9 5W-30 SP/GF-6A is a contemporary synthetic motor oil with low viscosity, designed to meet the increased demands of the latest generation gasoline engines. It exhibits exceptional performance in new generation turbocharged gasoline direct-injection engines (T-GDI), effectively preventing occurrences of low-speed pre-ignition (LSPI) and formation of high-temperature deposits.",AL/EO-0009,aminoltm-special-generation-slg9-5w-30-spgf-6a,SP,GF-6A,Not available,Not available,"GM dexos1 Gen 2
GM 6094M
Chrysler MS-6395
Ford WSS-M2C946-B1
Ford WSS-M2C961-A1","Chrysler MS 13340
Fiat  9.55535-CR1
Ford WSS-M2C945-A
Ford WSS-M2C947-A
VW 530 34",,,2025-05-24 08:25:01.186+00,,1,14,"","Aminol™ Special Generation SLG9 5W-30 SP/GF-6A is suitable for use in automotive gasoline engines where the manufacturer recommends an API SP, ILSAC GF-6 5W-30 lubricant.","Exceptional engine durability
Extended drain intervals
Improved wear protection
Elevated viscosity index
Rapid cold weather starting
Enhanced fuel economy
Effective mitigation of Low-Speed Pre-Ignition (LSPI)
Improved frictional properties"
221,Aminol™ Premium PMG2 15W-40 SL/CF,"Aminol™ Premium PMG2 15W-40 SL/CF is a universal high-performance engine oil with particularly good dirt-suspending and cleaning power. It has been engineered to ensure the greatest lubricating film stability, ideal oil pressure and maximum wear protection even under critical conditions.",AL/EO-0037,aminoltm-premium-pmg2-15w-40-slcf,SL/CF,Not available,Not available,Not available,"MB 229.1
VW 501.01/505.00",Not available,,,2025-05-24 08:25:01.396+00,,1,15,"",Aminol™ Premium PMG2 15W-40 SL/CF is suitable for use in automotive gasoline and diesel vehicles where the manufacturer recommends:  API SL/CF.,"Superior thermal and oxidation stability
Outstanding wear and deposit control
Excellent detergent/dispersant properties
Instant lubrication after cold start
Steadfast oil drain intervals
Favorable viscosity range
Confident corrosion protection"
46,Aminol™ Hydraulic  WR HLP 100,"Aminol™ Hydraulic  WR HLP 100 is a premium-grade hydraulic oil blended with highly refined base oils and an advanced additive package. Its formulation exhibits enhanced features, including superior antioxidant, anti-corrosive, anti-wear, anti-foam, and viscosity properties.",AL/HF-0040,aminoltm-hydraulic-wr-hlp-100,Not available,Not available,Not available,Not available,"DIN 51524-2 (HLP), Sulzer, KraussMaffei",Not available,,,2025-05-24 08:24:59.915+00,,13,,"","Aminol™ Hydraulic  WR HLP 100 is recommended for application in the hydraulic systems of industrial equipment that operate under rigorous mechanical and thermal demands. It is particularly well-suited for deployment in conditions of severe waterlogging, ensuring optimal performance and reliability","Minimizes equipment wear.
Extends service life.
Exhibits excellent anti-foam properties.
Improves air separation.
Well-suited for use in heavily watered systems."
34,Aminol™ Hydraulic HVLP 150,"Aminol™ HVLP 68 is a high-performance anti-wear hydraulic oil derived from premium quality raffinates. Engineered to deliver exceptional protection and performance, it excels in various applications, including most mobile equipment, operating efficiently across a wide range of ambient temperatures.",AL/HF-0027,aminoltm-hydraulic-hvlp-150,Not available,Not available,Not available,Not available,"DIN 51524-3 (HV)
ISO 11158 (HV)
ASTM D6158 (HV)
SAE MS 1004 
AIST 126/127
GB 11118.1-2011 (L-HV)",Not available,,,2025-05-24 08:24:59.798+00,,13,,"","Industrial and mobile equipment hydraulic systems operating at high pressures and temperatures in critical applications
Systems where cold start-up and high operating temperatures are typical
Systems requiring a high degree of load-carrying capability and anti-wear protection
Machines employing a wide range of components using various metallurgy","Exceptional thermal and oxidation stability
Superior wear resistance
Enhanced corrosion protection
Excellent anti-foam properties
Ultra clean performance"
118,Aminol™ Special Generation SLD2 10W-30 CK-4,"Aminol™ Special Generation SLD2 10W-30 CK-4 is a premium, high-performance diesel engine oil designed to enhance engine longevity and offer extended drain intervals for modern diesel engines, even in challenging conditions. It is engineered for diverse heavy-duty applications, both on- and off-highway, including engines operating under heavy loads",AL/EO-0050,aminoltm-special-generation-sld2-10w-30-ck-4,CK-4/CJ-4,Not available,E6/E7/E9,Not available,"MB 228.31/228.51
Deutz DQC IV- 18 LA
Volvo VDS - 4.5
Mack EOS - 4.5
Renault Trucks RLD-3","Chrysler MS-10902
Cummins CES 20081
Cummins CES 20086, Caterpillar ECF-3
Detroit Diesel DFS 93K222
Deutz DQC III-10 LA, MTU Typ 3.1",,,2025-05-24 08:25:00.518+00,,1,7,"","Aminol™ Special Generation SLD2 10W-30 CK-4 can be used in naturally aspirated and turbocharged heavy duty diesel engines, both in mobile and stationary equipment, where the API CK-4 service category and SAE 10W-30 viscosity grade are specified.","Exceptional oxidation resistance
Outstanding soot and viscosity management
Low-temperature fluidity and pumpability
Resilience against corrosive and abrasive wear
Superior performance in severe conditions
Tailored for seamless cold-weather starts
Extended emissions aftertreatment system life"
164,Aminol™ Heat Transfer Oil 68,"Aminol™ Heat Transfer Oil 68 is a top-quality heat transfer fluid designed for closed indirect heating systems. Crafted from highly refined base stocks, it offers exceptional oxidation stability and remarkable resistance against thermal cracking.",AL/HO-0003,aminoltm-heat-transfer-oil-68,Not available,Not available,Not available,Not available,"DIN 51522
ISO 6743-12 Family Q
ISO L-QB/QC",Not available,,,2025-05-24 08:25:00.912+00,,8,,"","Aminol™ Heat Transfer Oil 68 is recommended for thermo-oil boilers, air heaters, thermostats, steam generators, waste heat exchangers, and other industrial or household heat-transfer units. The maximum temperature under forced circulation is 330 °C.","Ensures reliable operation at high temperatures with exceptional thermal stability.
Prolongs service life through robust oxidation resistance.
Sustains heat transfer conductivity, optimizing system efficiency.
Exhibits remarkable endurance at elevated temperatures, leaving no residue.
Facilitates smooth operation at low temperatures.
Delivers outstanding corrosion protection for systems."
237,Aminol™ Turbo EP 46,"Aminol™ Turbo EP 46 is a premium trubine fluid specifically designed for use in gas turbines and combined cycles operating under severe conditions. Formulated with carefully selected base stocks and additives, it ensures excellent oxidation stability, outstanding anti-foam properties, rapid air release, and exceptionally high demulsibility.",AL/TR-0005,aminoltm-turbo-ep-46,Not available,Not available,Not available,Not available,"Siemens TLV 9013 04/9013 05 
ALSTOM HTGD 90 117 V0001Y
GEK 27070/28143B/32568K/46506E
DIN 51515 Parts I/II
MORGOIL® Advanced Lubricant New Oil Revision 2.5a
AIST 120/125
AGMA 9005-F16 
British Standard BS489",Not available,,,2025-05-24 08:25:01.523+00,,11,,"","Aminol™ Turbo EP 46 is significantly exceeds the demanding service requirements of gas and steam turbine operators in power generation, prime movers, and other industrial applications. It is primarily recommended for geared heavy-duty gas turbines that require a turbine fluid providing superior wear and scuffing protection.","Exceptional oxidation resistance
Extra high thermal stability
Superior anti-wear and extreme-pressure properties
Robust rust and anti-corrosion performance
Longer component life
Excellent air and water separability"
239,Aminol™ Solidol,Aminol™ Solidol is an anti-friction universal grease made from a mixture of high-quality medium-viscosity petroleum oils thickened with hydrated calcium soap of fatty acids of vegetable and animal fats.,AL/GR-0002,aminoltm-solidol,Not available,Not available,Not available,Not available,"DIN 51502: K2/3 C-25
NLGI 2-3",Not available,,,2025-05-24 08:25:01.536+00,,16,,"","Aminol™ Solidol can be used in various industrial machinery, vehicle friction components, agricultural equipment, hand tools, as well as rolling and sliding bearings, hinges, screw and chain drives, and low-speed gearboxes.","Exceptional protective properties, even under high humidity conditions
Excellent water resistance
Favorable viscosity-temperature characteristics
Dependable anti-wear properties
Effective corrosion protection for metals
High colloidal stability
Outstanding extrapressure resistance"
245,Aminol™ TP-30,"Aminol™ TP-30 is a mineral turbine oil formulated with paraffinic base oils and an advanced additive package to enhance antioxidation, anticorrosion, and demulsifying properties.
Designed to lubricate and cool components such as turbo-compressor machines, steam and gas turbines, and hydraulic turbines, it also serves as hydraulic fluid in control systems operating with high-speed loaded gears.",AL/GO-0020,aminoltm-tp-30,Not available,Not available,Not available,Not available,"ISO VG 46
GOST 9972-74",Not available,,,2025-05-24 08:25:01.667+00,,19,,"","Aminol™ TP-30 is intended for lubricating and cooling bearings of such various turbo-units as steam and gas turbines, water turbines, turbo-compressor machines, ship steam turbine units and other analogous types of equipment. It can also be used as working liquids for turbo-units’ regulating systems, circulating and hydraulic systems of diverse industrial mechanisms.","Excellent oxidative stability
Effective rust and corrosion protection
Minimal cavitation
Exceptional thermal stability
Good demulsifying properties"
54,Aminol™ Circulating Oil 220 AW,"Aminol™ Circulating Oil 220 AW is a rust and oxidation inhibited, anti-wear circulating oil developed to provide effective lubrication for friction parts and diverse mechanisms. It is blended with high-quality mineral base oils and a carefully selected additive package to prevent oxidation, corrosion, and wear.",AL/CO-0006,aminoltm-circulating-oil-220-aw,Not available,Not available,Not available,Not available,"DIN 51524/1 (HL)
DIN 51517-2 (CL)
ISO 11158 (HL)
ISO-L-HL",Not available,,,2025-05-24 08:24:59.992+00,,14,,"","Aminol™ Circulating Oil 32 AW is a multipurpose oil suitable for lubricating assembly blocks in machines and devices that don't require extreme pressure properties. It's also ideal for moderately loaded gears, gear couplings, hydraulic pumps, and various bearings, including high-temperature paper machine bearings, where EP properties are not needed","Excellent oxidation and thermal stability
Outstanding anti-wear characteristics
Remarkable water-separating properties
Exceptional foam resistance
Effective protection against rust and corrosion"
88,Aminol™ Brake& Clutch Fluid DOT-4,"Aminol™ Brake& Clutch Fluid DOT-4 is an extra high-performance glycol-based automotive brake fluid designed for conventional hydraulic brake and clutch systems. It has specially been developed to extend the operating life of brake system components of motor vehicles while providing excellent braking performance, high boiling point, and superior resistance to moisture.",AL/BF-0002,aminoltm-brake-clutch-fluid-dot-4,Not available,Not available,Not available,Not available,"FMVSS 116 DOT 4
FMVSS 116 DOT 3 
ISO 4925 Class 4 
SAE J1704
SAE J1703",Not available,,,2025-05-24 08:25:00.234+00,,21,,"","Aminol™ Brake& Clutch Fluid DOT-4 is recommended for use in the disc, drum, and Anti-locking Brake Systems (ABS) of commercial vehicles, passenger cars, and motorcycles operating under moderate to severe conditions, requiring DOT 4 type fluid. It is also suitable for hydraulic clutch release systems.","Provides excellent brake performance and pedal feel
Protects brake system components against corrosion and wear
Resistant to high temperatures and boiling points
Compatible with most rubber seals and gaskets used in brake systems"
89,Aminol™ Nauta C25,Aminol™ Nauta C25 is a highly dependable low-alkaline cylinder lubricant explicitly formulated for slow speed 2-stroke engines operating on distillate fuels containing up to 0.1% sulfur content,AL/MO-0001,aminoltm-nauta-c25,Not available,Not available,Not available,Not available,MAN ES,Not available,,,2025-05-24 08:25:00.245+00,,15,,"","Aminol™ Nauta C25 is recommended for continuously lubricating the cylinders of large, low-speed marine diesel engines using low sulfur fuel (<0.1% sulfur). It applies across all loads and operating conditions, including continuous operation within Emissions Control Area (ECA) zones.","Outstanding thermal and oxidation stability
Excellent deposit control for clean engine parts
Enables optimized feed rates for operation
Prevents scuffing
Reduces liner and ring wear
Allows for extended intervals between overhauls"
